Código do Produto;Quantidade em Estoque;Preço Unitário de Compra;Alíquota do ICMS
29273;3551;114.95322806610389;7
40817;3793;324.1423213620494;18
25865;753;249.83739684309737;18
21408;286;81.13412315232115;12
47526;2335;147.7052134599646;18
46749;3425;354.9539657407156;7
21815;1984;215.29826120828247;18
12987;445;149.32192834340407;18
13793;1278;361.0788396286819;18
29383;1087;92.43501594663121;18
23992;1512;107.638267669148;12
24089;2078;364.0834971728632;12
37062;3729;263.07002223886764;12
36724;1107;287.6822874825382;18
17274;113;47.28495980922587;18
41965;2115;352.0549845751203;7
21683;3042;275.0798236242839;12
20762;3278;15.894183878208668;12
45923;2370;425.0211800575094;7
28781;2653;303.71530589378887;12
27652;1224;370.1841113336579;12
31522;3296;263.61647619844047;18
11285;1352;351.7367978831888;18
46767;1258;337.54414744487644;7
18578;2866;23.293916433261142;7
24570;3399;127.39645978212533;7
13827;837;46.90203818941061;12
27625;3739;42.451375406883685;7
26025;988;428.7650601093285;12
15067;1215;400.67933560840316;18
39737;779;202.24975265036073;7
28060;1732;431.7449145317332;12
20542;1936;120.01545399604387;18
39408;2102;134.3040986992054;7
14184;297;301.5762580544799;12
49340;2427;92.20801554736572;7
37420;1061;317.10145002318455;12
17350;2363;416.29563274881684;12
38105;3591;272.6173523405857;12
24953;1140;59.977365635970784;12
40210;505;242.27588156895703;12
26287;348;410.02275519371943;18
33463;2101;158.58853647967308;12
21385;2471;370.52271640173893;7
10930;691;205.63720622621392;12
18702;136;334.21670616387985;12
45058;2462;298.12168389283545;12
45115;2539;357.66371169947786;12
18873;3012;270.52804326949905;7
30308;1659;160.1582249025681;12
11245;186;154.4491273944085;18
17580;1799;360.84165534875126;12
28017;757;30.540121401422823;7
41811;3711;93.26739186423241;12
39363;3234;274.0758108284031;7
28179;1953;88.71782362638639;18
14173;385;374.84668183179906;12
40747;2216;186.16894059769302;18
26505;2515;338.93091549562075;18
24848;1857;420.15058659675987;7
25150;401;79.35083482625468;7
31121;1987;138.85135964347887;7
40323;635;118.13678742269308;18
12104;400;342.81167807811846;7
10768;2475;164.13079109129143;7
46244;761;425.8797384038567;7
34228;3425;168.38444410307582;18
26008;256;276.77128859087844;7
36261;1902;72.25486436036985;7
46247;1862;27.07202356742702;7
38978;3710;188.7011717388758;7
23815;567;56.030124687221004;12
16971;1565;234.66045368191863;12
29516;901;129.0401626532254;12
49472;2828;273.79707304209984;18
16311;1775;142.97806105403976;12
49359;1269;277.1779834658489;12
49735;3519;36.738460286069554;18
10832;867;420.42647571589487;12
33389;1603;152.47159129740228;18
17411;3798;334.5947879001435;7
38879;2887;245.63747090215105;7
38799;1205;316.2963605969029;7
47831;3468;334.3133291656408;7
18387;1364;180.27738598009554;7
36505;3659;373.58552503535867;18
15356;322;83.49583256165059;18
26482;1200;38.712863410311684;7
32717;182;184.9859308371334;12
34941;697;211.35238990897838;12
16868;3241;225.08047864775304;18
30690;614;298.2687494384326;18
14148;998;109.70359940767439;7
10845;2696;79.08204236121543;7
26460;956;48.083456459283084;7
25762;3393;174.89104832934973;7
35920;3516;380.6480779082726;7
31334;1708;255.3906401743614;7
30850;137;249.88076782733384;7
42058;3787;355.05588100936086;12
19654;2836;24.756591324139247;7
23892;3338;96.84959571769306;18
33673;761;177.16720707133837;7
11608;297;327.29928436883233;18
48475;2675;191.01233806379975;18
30317;1984;212.0099720003061;7
38494;2746;136.46948352248396;7
20253;807;301.1847243878759;7
26533;2037;290.7317148512083;18
39468;2943;279.1879407893349;12
37696;2787;305.5021923966257;7
24277;2424;200.31836660476398;12
38436;30;62.81107348440664;18
41899;2568;405.0761204116633;18
22836;620;376.59155617687014;7
26596;2279;173.91658217128992;12
42999;2472;254.2662445274852;18
40429;1897;427.0502133877214;18
33709;3479;199.60014891344605;12
45255;3790;226.41685695301277;7
37775;1407;304.811562796397;18
27766;2993;139.90169456636397;7
49679;1857;294.5586694369336;18
40134;2595;148.685611548027;7
12958;1689;133.19670839669809;7
32691;2890;213.2319704523671;18
34557;2866;198.70236690062922;7
43189;1651;240.95978796134952;7
24602;140;110.31292966430263;18
23656;180;390.0698523220105;7
19293;111;230.4741212743332;7
37845;3369;25.959917490409048;12
28754;1816;129.4339528357693;7
30214;3044;260.8596764269405;7
32742;3071;303.4162301797522;18
48847;1761;426.18954467604834;18
48613;104;66.66405531691805;7
47405;1559;314.0627834136874;18
28905;3651;432.3070262302593;12
43115;323;113.14117762076258;7
38779;3643;148.04922475145338;12
16060;2850;89.31108117547991;12
37314;2586;59.992122938266256;12
23083;286;186.9104858844031;7
10846;2315;395.84663803766813;7
40729;2269;289.24282262717225;7
14876;3474;310.5069046443493;18
37588;1870;349.0991995064963;7
27291;3045;282.7704878101576;7
40949;2241;312.1379462670558;12
17624;1514;150.45802582403192;18
34249;2787;293.11288979924086;18
14741;1542;338.3245639804309;12
34238;2620;126.31728624340879;12
23639;261;52.857498135209894;18
32302;102;120.54114321011453;12
16388;568;327.56940395030847;18
20169;627;419.38098591279623;7
17655;495;65.54330443240016;18
34277;2157;259.0325567554643;7
45025;2257;369.29292533312287;7
35545;2718;386.7899044927582;7
44295;2690;218.09353841216017;7
21444;14;352.96432844689315;7
16678;2415;374.94753255928333;7
19733;689;226.83325605391946;12
24136;853;387.69660040208004;18
48835;2321;206.76363095498672;18
26241;1222;243.79469888816493;18
19191;3348;351.79513964770695;12
46646;248;348.60042786945223;12
34898;289;253.73795705458085;12
11813;3250;328.42489130011126;18
46285;2087;128.09824819819767;7
44836;784;330.40644211963803;18
16100;1264;185.3252616392261;7
41678;227;172.20071511158307;12
11359;1429;305.4215009501278;12
35341;2501;399.9785741037484;7
20441;2325;55.69521779598164;7
26706;1280;74.17755218448693;18
29722;622;266.2405999752961;7
25783;1223;191.4689172341416;18
46377;9;221.5066370872519;7
21192;1641;154.75799550444367;18
21150;3361;377.38263089135467;12
15222;802;192.97503584233502;12
38627;197;248.54591869673828;12
46394;1649;38.356409907155474;12
19227;393;416.4143301497963;18
38508;2284;210.41498798197196;12
26886;176;264.4832823170933;12
38710;3510;317.0073989758357;18
46090;3049;415.4859133101249;12
17550;754;109.56081571485903;7
13613;982;319.6842139107388;18
27851;2991;265.82527340414174;12
39515;1189;152.62127907886045;18
29318;3447;402.9211574238217;12
22134;2912;269.1281234841755;12
45177;3228;150.74589054881028;7
45499;1309;330.87085351661676;12
37901;3502;254.2156183926393;18
35611;1935;200.57078914778333;18
46457;2340;240.93606832851324;7
10501;1855;2.668502321665325;12
47755;2393;246.84784572208568;7
10923;1597;413.92514737162156;12
21740;488;328.0218235882407;7
23362;834;148.06939366117103;18
27934;104;380.32152950380924;18
45322;2359;195.1078913717634;18
48777;2669;359.1725698041664;18
41778;3790;100.49276206495895;12
45813;2073;230.99109240848276;7
39370;988;40.11311570568347;18
25184;1692;432.61511661980313;7
40287;2224;163.5837343402003;7
35803;230;129.89439916537452;18
27148;3620;227.3776494262114;7
41939;1361;203.1052111310322;7
29463;3775;119.94702221017543;7
10804;1245;288.78702062799476;18
10014;652;152.76595366578064;7
16659;159;41.64214885436993;18
13208;877;222.92822878776423;12
47852;2124;279.07004037800556;12
21760;234;291.1209708761949;12
38346;3124;418.8896864904281;18
37158;1437;136.6885759758039;12
44338;1351;421.8061933828574;12
12672;2611;384.62457743042074;7
14784;559;321.30451581278606;7
47077;1533;90.13705954832047;7
34757;1367;194.42278006960882;12
26974;920;168.07203434208222;12
38775;3049;239.23956311343042;12
34262;3597;236.62923114757504;12
34182;3648;87.19722897889878;12
35842;1111;365.65455094487186;18
10994;2536;310.3948753988022;18
48915;1403;356.2509378045569;18
16638;1600;67.92363723918558;7
34010;3570;239.7512751671584;18
35371;2119;403.80740068212054;7
35912;2787;71.69480410094656;18
15436;2220;206.66668041772684;12
18584;1423;421.0201823787005;7
31581;202;427.00644368311265;12
30776;931;244.2597445855097;7
17291;3571;409.44460233116496;12
19846;2467;27.311954954615718;7
18762;1556;269.527777389687;18
10984;2232;383.96562044603917;18
41299;391;408.6046325830704;7
44840;1466;367.5003879672186;18
21081;2174;400.14278282473225;7
23553;2974;116.21050474718706;18
12770;2736;254.9050502208327;7
41072;1869;293.0904858102657;18
12293;97;261.19288795095673;12
46577;3579;206.12633959218854;12
49400;873;47.57748072547365;18
29826;1829;392.8726140435193;7
40555;329;145.47412805311635;7
11841;952;195.62949837061933;7
13336;698;219.0789748693252;12
29545;2359;398.450940135576;18
44404;757;221.98716569057257;18
42189;3741;260.399339443423;7
18157;2148;278.14581211558885;7
47444;2763;90.81325063139522;7
30740;3032;156.32947640395244;7
30532;3474;356.08364719184215;12
14155;3083;24.56875185769308;18
37715;1363;183.95395131247977;12
26088;110;162.96214394794015;18
24675;2311;12.835279438355002;18
39934;3147;35.32787352776719;18
15416;514;136.3624087615907;18
34112;1661;338.6732520553716;18
32434;450;383.1257049884753;7
39666;3040;397.378260152194;12
38272;2300;192.29519858568057;7
18791;2729;35.465916354004754;7
15485;1642;63.140891543574156;12
16994;1310;314.8845161174924;12
37216;3471;316.5316763897477;12
26469;2390;228.84867369742796;18
20005;1343;369.9816705490015;18
43962;2886;385.10695868648304;12
46775;390;257.9958833875835;7
43719;2897;371.4979169178267;18
48031;486;153.27029431689968;18
26466;1933;28.5383840888731;7
21890;2595;109.20902646804912;18
19277;1779;19.965493017801283;18
43649;1075;132.75298890986892;7
18979;3576;214.34035265336522;18
37708;1836;160.02713964239317;7
11860;2867;338.0244783190176;18
31136;1341;208.54640154491483;12
48929;1734;350.84879665159957;18
46694;665;124.5351081004395;12
29655;93;6.905269144675765;18
32756;1600;116.49172464623932;7
36083;821;198.9968152842033;7
12732;2285;118.39610215387103;7
14202;1172;323.3619024069132;18
34709;1867;278.0384827193486;18
14338;3045;104.49157919865304;7
22757;3550;198.7126606625576;7
42067;2756;87.01464548560787;12
26185;1199;113.69464336001715;18
14605;2055;410.82340481502877;7
23197;3281;275.91321836444104;18
14771;2154;151.657270707887;12
22692;826;284.9937900939572;7
34505;1261;393.21929403699147;7
39329;3254;201.0994335629027;18
19763;2917;159.49349922828196;18
33559;1295;230.24997831200784;7
24977;3435;30.32067349737214;18
16744;818;280.72193734193905;7
32011;3555;240.59533818717222;7
26648;3609;206.8187245420077;12
18520;1133;121.89486127112382;18
18573;1483;252.21694119156123;18
41440;1862;196.8183955005764;12
45969;2702;16.64882589844152;12
21339;2561;149.37568288577;12
40944;3466;390.1639139233396;12
34877;609;209.02441901517042;18
34721;2787;237.92685709689368;7
31894;2604;419.80783045055;12
25851;3654;254.9964609082145;12
11239;1756;339.3147769713867;7
19699;918;246.9651867637732;12
18707;1968;390.20928141332354;18
10214;1509;245.47536311486883;18
25338;3688;289.69133081938446;7
36534;3673;393.8647445475549;18
11116;229;49.89610740376757;18
15857;2464;386.3701755573719;12
37398;2475;64.0810535774756;7
23407;85;122.45655304495857;12
41129;2191;75.3274836184816;7
34390;1424;3.556379883745583;18
39873;412;200.64204070497075;12
28928;944;154.57112087222526;18
45044;263;176.10979414121093;18
25261;2461;43.06556465065926;7
35406;3539;86.29759625824694;18
16892;590;80.92156438756182;12
31563;661;246.88796115154057;12
21559;1379;18.773008356931186;12
13844;305;205.69722296110172;12
34233;2405;148.92852176607775;12
36815;2871;29.83342223911125;12
26314;731;367.9788364778364;18
49758;1675;181.86615154225748;18
47074;598;390.2140610434378;18
18241;327;268.1185609813368;18
14790;1606;98.3666808242573;18
48769;1660;147.21469007671834;7
33427;184;227.24245030849772;18
28624;3323;236.10035597744132;18
12822;1262;134.65398523525636;12
31157;802;24.796083061041177;18
19269;1329;217.04450743473188;12
17455;491;140.1922414352634;7
22809;1543;315.2177003370479;18
30235;2927;150.52478175118293;18
33737;3249;426.97361309562956;12
15018;1205;123.93866012085309;7
36476;2961;113.11067690809858;12
15625;3052;110.96506323243099;7
44883;1132;378.77249785703293;12
48260;2454;346.79450206878874;18
33169;1965;407.79044351267675;7
40787;3764;159.70442008001652;18
41115;1823;274.37325633120065;18
13720;3277;8.279982466065508;18
33394;2632;90.04951131968457;7
39646;2758;352.25431861312995;12
24866;1395;71.9025276220974;7
14611;3475;30.889397043191494;7
21433;3207;210.0218812762362;18
21791;1762;255.17560376958335;12
39421;1822;300.63335940021364;7
20519;1197;9.758262683632056;7
21960;1723;302.926481819691;7
28103;3392;271.13107247908;7
14958;1597;147.91634248605789;12
15573;3139;4.939344830420695;7
48673;3196;250.38515409466558;12
25343;65;385.98443544848556;18
21156;3094;32.95583657495152;18
36145;3748;242.21330324004356;7
32086;2542;204.8073739326705;18
25101;1633;249.58169157250185;12
30475;2057;364.35526887523815;7
25137;501;425.6092928875023;12
49290;184;42.327701280933866;18
36800;3584;291.4841111269157;7
31628;1345;59.205237765881094;12
43737;1006;214.46571868584266;7
10809;367;30.86872398004753;12
20426;3326;87.61791825493631;18
47857;3623;244.17248571677763;18
15670;195;285.0001269067561;18
43091;2543;352.99511181483933;12
12571;653;371.4350549368979;18
46601;5;90.95044444840606;18
23540;3127;299.0032765867178;12
20797;1022;429.0708177257629;18
11888;2018;134.49504024110675;12
22236;2800;431.30789191466556;7
10318;1970;366.3119663183937;12
44690;748;115.2107744939619;12
39976;3449;263.9899838936524;12
31901;3085;90.50055057666289;7
25670;2243;334.03846369008835;12
31787;2446;86.58010760746038;7
39295;3450;271.4815402454767;12
12768;852;223.96176642307123;18
49575;3515;72.13811895767083;7
13168;3517;166.5390413791994;18
39566;391;327.0620563117116;7
21055;3639;309.2832823702727;18
43714;3506;306.782566446362;18
11145;3456;143.465095851975;7
37272;559;70.8131251201993;12
25353;3140;395.1178714770838;12
42019;3350;56.770341144186396;7
31665;1957;105.72602233080438;12
14050;754;107.87973081986311;18
36610;772;51.68086579896745;18
48001;2005;379.2765373278143;7
20199;813;372.3683743683784;7
25006;2471;304.3705567567733;18
13787;3074;116.29994291840953;18
22977;3167;428.43353158699347;7
39909;3515;416.1209859613366;7
41646;1289;345.5134137324313;7
40639;3483;261.9863360063441;18
41798;1417;214.82880608223178;7
41691;3618;240.11453261005366;18
12704;777;129.82288444044897;12
46730;1959;43.42986122991601;7
47397;1057;50.674724028453504;12
24379;3641;107.9424155394993;12
22015;2124;120.06586157855374;12
21063;2469;430.87154066459277;12
19991;1769;184.9849558505291;12
14348;1907;307.4884814521307;12
19899;1598;84.94345767321012;12
22824;1024;387.0422233506101;7
45120;1747;96.12399532891985;12
32860;705;167.02362406935708;12
14067;192;319.73478431381227;18
22633;2984;58.64766732981062;18
46370;1045;287.42547676925324;7
22214;40;16.42991999887057;7
19509;3362;407.82719761464267;7
25404;3090;55.25112474126102;7
10837;3665;386.63196326579003;12
41315;1196;16.51513954061492;18
15623;3229;420.26488643624407;7
30925;3516;226.95878875400902;12
40789;2461;5.155020024366259;18
45297;1572;353.30096354100505;18
46180;21;356.01137251531134;12
33574;1331;54.631588874637416;7
12169;1960;62.520686560239064;18
27157;411;354.97738948575073;7
21187;2912;420.5168495375146;12
38164;450;28.42873076405776;7
45295;924;107.73625385407222;18
21189;3458;102.4524263752471;18
26394;2385;68.68865667876409;12
12992;395;90.59905700824058;18
26559;574;128.2779313562669;18
36957;2175;422.6664431648161;12
12524;399;227.99955472443864;7
41396;1489;144.80238374762718;7
22584;2615;368.70488409469465;18
40267;2472;335.16934551720055;7
37479;569;141.09668910830595;7
42553;422;238.2612060438243;12
34376;2306;275.3313820018613;18
35157;2245;30.309551246623013;12
26383;1819;230.19011887954596;7
29433;728;353.7408232810126;7
44159;801;262.1302335287715;7
26772;2990;235.9952821436564;18
27619;1547;424.96589266233815;18
32541;694;150.80540179027733;18
39532;3365;407.28992712077934;7
41963;2013;359.8853831018459;7
19727;2518;356.01079035831185;7
40283;3720;343.97370547585825;12
26654;425;77.13601605534343;7
33000;2615;179.09028642062265;12
41463;1768;327.648512667572;18
45294;218;322.9605065904368;7
45289;1262;198.77920641037613;7
11721;1539;106.17701137812737;18
14418;2266;198.70736529299288;18
24140;2147;171.5647257111886;7
42401;1530;233.041924816077;12
30394;1567;101.07463007959232;18
37302;3191;304.4616137022027;12
41763;127;412.4481096408273;7
31951;223;79.20686159704685;18
10035;2986;423.2782646720929;18
42175;3711;272.4892659356414;7
26988;347;156.01191110974395;12
48690;1961;257.29872665801025;7
22525;2428;256.58517796337287;7
32579;3017;251.03698618598546;7
19531;1164;96.28376630785353;12
32349;598;155.54039343840796;7
37939;1249;217.69045959221725;12
46240;2311;203.8225372501932;12
37716;2319;30.106973588639573;12
37546;2579;161.33853908706482;18
44183;2676;52.54735583662527;12
48135;2200;228.85967207055347;18
11010;2993;199.5079559054515;7
21834;1913;385.71388355917895;18
12337;875;54.155782501445394;7
47468;2107;51.338617241719355;12
21076;2541;370.0958474282671;18
48875;164;150.0851751497495;18
17931;3490;85.59403685374659;7
14645;1130;91.07372464276;12
29207;2915;28.398949094781415;7
13714;1372;13.587569076562335;12
48051;4;319.4828868936083;12
49725;2158;182.45124837720184;18
17441;1978;338.14448216109633;18
13864;548;299.31483816326835;7
25935;2584;403.7023558406251;18
19464;1838;370.4315623014371;18
24869;2495;76.1584378203295;7
35816;772;194.2558168746143;12
40584;2492;307.2222179827326;7
15821;1270;389.2946851985375;12
39341;1039;332.5149279456151;12
23230;1638;247.76721209048995;12
12105;1809;59.76512325922744;12
29190;1215;3.986458136627082;18
49156;2925;28.35309290586551;7
47225;1402;135.81429153139916;7
19813;1752;33.40109625533989;7
42733;1666;216.14932527163631;18
38586;3505;364.6640705114266;18
38861;3608;257.31709762534973;12
34064;2936;73.1101407239946;12
32417;1972;261.96140080752053;12
11820;970;276.2442843929619;12
38788;2256;80.47009133866962;18
21868;910;267.94795563823135;12
10121;143;186.86522663133437;12
47045;1740;271.18036064164085;7
13389;526;208.4462012112959;7
14911;2219;306.8792462937889;7
45995;1559;378.5969948928727;12
33212;1328;53.63618918123857;7
20952;1765;24.73878542113271;7
30324;2397;432.3101860097941;12
36040;852;418.72504502168573;18
29654;227;165.6472429650094;7
47795;743;27.460964463856428;12
42601;3048;285.96770825172285;12
31084;20;207.8516564381703;7
34272;846;91.47359868929625;12
28784;2242;124.62523040981222;18
24827;3621;389.96692613359824;18
48460;2002;48.98476951863805;18
37348;2012;240.4458134868513;18
37660;1888;182.62115548631098;7
46177;980;137.547453866191;18
18560;2874;256.1024076016053;12
10544;2179;317.9845676874791;12
19562;137;352.6905301036674;7
29536;333;315.0186609387836;18
35885;1109;250.6581901998357;12
39930;1180;263.9052014206576;12
25745;521;2.5510854794464484;7
49418;2918;286.7858223223312;12
15401;1805;13.870775112955462;18
22243;360;389.687919977378;7
28565;1012;15.088243582609243;12
35547;3526;163.95754769815298;12
41791;917;118.90309439731195;12
30024;1562;205.35586758138368;7
35113;2342;179.5984492432831;7
37347;861;85.51588198344244;12
13960;323;306.46983491043085;7
26970;3697;67.35523357601268;18
30889;1567;264.7795877139188;18
18919;346;108.16956365478772;12
28541;3741;196.68764963043486;18
30548;2956;315.1458231777435;7
38557;1913;231.89803721905758;12
10745;322;325.3541556462404;12
44477;1165;41.41536714279134;7
23574;3081;235.8494649233151;12
25393;3380;146.47593437370062;18
24449;2248;280.9374459588489;18
16041;693;30.780336418654148;7
36570;131;413.68047431583955;12
15200;2679;239.8524053934718;18
37509;737;58.49906660795803;18
15237;903;229.79502454134882;7
29135;2952;77.95158815921619;7
28689;3021;191.03050055492326;18
31948;513;128.9219719130528;18
16309;2350;336.4648670570951;18
13958;3710;88.63059077775678;12
12799;1790;61.51929148996433;12
25224;3373;237.17503761746832;12
31185;3678;178.47989923344716;18
45595;2747;258.93013427002177;18
13045;1271;281.41938019390193;12
31052;1338;225.89758187944443;12
40237;1315;341.5622291999194;18
41106;1418;46.552730597612204;18
12404;3611;88.62194623904946;18
18722;648;272.31515449907465;7
30297;1896;18.499415943559598;7
31422;1049;174.27070519016846;12
28732;544;382.7706798403671;12
23182;680;30.87473568898277;18
44520;1400;12.124975338016915;7
28490;2322;249.85168570448394;7
14358;3479;183.09213757178395;18
41136;3257;391.25981243720327;7
47886;601;94.97742387075118;18
28286;2528;93.79969723765763;7
35501;3707;177.8902133575588;12
29056;2095;387.19530609920054;12
35781;991;346.6892473637895;7
18172;2179;251.32046952616525;12
11052;2527;383.57078563199497;7
13246;845;340.23105089162124;7
24295;3038;331.3366112169187;18
16636;1483;5.745367165216839;7
25302;2598;420.7133015302061;7
33007;2915;369.15301896452684;7
27339;3437;54.638095028358876;7
35094;432;51.19156033056319;18
29484;2565;133.47498194871875;7
23335;474;184.24988616130466;12
39438;3186;393.91028600215617;18
49577;2424;168.74824482470973;18
31808;949;303.7701963493143;18
48652;1910;132.06157101403886;18
44691;3326;401.79420248043493;18
36298;464;162.50029281358633;18
22619;2076;102.09598821268166;18
40257;2187;202.59943101611657;18
39478;1031;256.2199565358092;18
48095;2692;420.403202138546;18
10934;1148;84.55584926494953;7
44193;1681;310.27383530836994;7
19694;1640;41.74694043193937;7
33391;1955;347.4137406984741;18
22307;2525;217.91800231270483;12
37396;3287;22.652873564554536;7
16375;3112;172.0188120987446;18
41438;1762;264.47348124130474;12
20738;322;381.348735059132;18
18413;1546;417.71855417562983;18
15379;2003;74.83916992174657;18
12682;1700;377.15764290075475;12
18121;3248;159.50726119562162;12
21083;1233;276.75129975569774;12
38780;1646;306.0996164131607;7
18138;795;121.89415747200778;12
11234;1335;162.6556215313661;7
31480;1292;168.02882345888273;12
41873;110;230.77513163544552;12
35384;564;395.27371323820574;7
41647;3764;363.07931288385845;18
35817;202;213.95608725010362;7
43074;3118;117.55199553489696;12
23698;3766;418.43082243097484;12
26904;1060;5.006314348381399;18
26319;1252;293.44899456279956;12
16792;2925;292.54124422157076;7
36160;96;147.60799887679323;7
31544;2801;46.00358108505461;7
18151;1220;175.07456153525726;18
23122;2664;262.32032262686306;12
49228;3696;294.58831733861973;18
18729;2348;64.58617025937302;18
28775;1491;283.2816813394056;12
11094;1129;107.96171571843489;18
28719;2940;341.924150892013;7
41206;2463;66.88076257441317;7
47662;1082;18.308727045140007;7
25688;557;53.63538951196276;7
20413;774;47.317404450609345;18
15033;3578;139.51107338749446;12
19072;1909;66.0071776130345;7
17708;1304;419.78208154164724;7
33661;52;66.12047350212437;12
42987;1155;59.410252367564425;7
10861;991;50.12539649073911;7
29664;2179;320.36925520562687;12
37393;3485;422.14757133603854;18
16631;1770;237.76996754014118;12
36616;2585;157.94396751209408;12
24288;3045;261.3701811483827;7
13177;289;253.40889570989322;7
11162;3;166.04895066634606;18
37818;2464;201.9912583256595;12
25464;1349;143.57635624099296;7
26639;3001;433.21279945884754;7
22079;2162;198.3795392258291;7
26349;3028;244.9323239295598;12
24744;2693;112.22027392412188;7
44702;3137;382.5776962940148;7
42470;2127;167.65609492305305;12
38748;2916;225.95090924716794;12
19947;3546;41.930759429186274;18
46696;921;229.177809156693;18
34427;15;181.53857653985477;7
32465;474;2.5763971448737895;7
10840;851;112.9528220387115;7
31328;3283;18.574055246944326;7
19646;3289;192.28889348093514;7
22331;1338;184.70397599735352;18
17960;2146;198.15394928290453;12
17917;1105;277.02854612316514;12
36112;1776;193.2652415041026;7
13420;3478;185.95913406639818;7
37576;2949;432.4460649001799;12
34297;43;163.2837872648711;7
33231;1611;350.85116819274526;7
39428;629;170.20361701979007;7
24078;118;314.42791317583334;12
46594;1096;81.4137185020376;18
44797;3517;96.39361916678652;18
25092;3677;267.22027532187434;7
22501;700;83.43545128927768;12
19371;3527;132.11256812711704;7
36795;2348;108.01254298118924;18
26730;3621;269.1666028911748;12
40329;1657;31.6930750589161;7
43608;2128;268.6890645854479;18
42097;1059;53.64021002355889;12
47103;2317;215.82345656119563;12
18867;3006;223.96583668177067;7
31017;1900;142.8514141440219;12
14363;826;224.14759540244336;7
17623;2785;43.36925572968332;18
25576;2466;366.0698018887223;18
39931;2408;255.43155869271888;12
42185;2239;358.8955793955274;7
46284;2673;379.35931832958306;7
41536;3652;335.3176729537414;7
44001;3046;268.867370952046;7
32700;557;161.3393333943309;7
32733;1294;273.62533409912453;12
14020;3784;116.84630730705578;7
20123;3700;337.84636545873326;7
22148;2918;79.73806376739115;18
46731;933;19.973067459926433;7
15252;2574;227.31462992700781;18
37331;2399;410.23433957071995;7
27229;3077;280.3466090593498;7
45929;1444;80.12957259366956;7
15254;3670;169.283439078305;7
21808;3780;60.958702674534635;18
49217;3492;13.65872643929733;18
46333;3332;99.91852493571255;12
10533;1652;407.44416395184;7
35128;2828;122.73469306703925;18
37080;2178;292.20803861323003;7
39986;692;137.0158482640052;18
15887;980;31.700151641978632;18
10148;3472;410.42068287963895;7
24655;1396;336.83525933930974;7
46531;1410;207.1593455501693;7
37185;3387;316.22025404832834;18
19931;1170;73.27266636366444;12
25654;1216;388.1278291748624;18
22254;3339;328.826899535415;7
43111;1045;164.9440466092175;7
12096;163;179.35712655908839;7
16705;3276;9.505308266114586;18
14570;1413;54.91953999248975;18
38916;3282;121.24410883076662;7
45127;1549;241.44476348323238;18
15907;97;423.91142402179946;12
24413;1593;128.6023919738093;18
36159;3620;238.14145663822185;18
19153;1133;131.0912858572054;12
38913;3604;235.2146701715387;18
28193;3387;76.46886908782982;18
34357;917;179.16638519077017;7
44610;3243;382.90203892986835;18
33244;2523;129.91253791840208;7
43633;42;350.3579929245994;7
28310;61;168.48309498442754;18
26499;440;148.86103095936522;7
37032;657;222.88312642234308;12
31846;670;213.36235194517812;18
11682;76;7.471888563285296;12
33671;2132;166.81448820544202;18
48129;2360;392.04388035384255;7
38200;1137;361.52560882294296;12
14134;1420;275.71379734950244;12
39561;1832;279.7533636186487;7
41613;1847;400.0984589342658;18
37462;2273;132.8902618567992;18
38049;1058;243.06196114976757;7
20710;2919;83.34751089751644;18
23503;782;88.70206163690469;18
24615;1596;110.91851075339476;12
31697;1145;306.37304324065116;7
21695;1905;433.565312906126;18
34765;1665;433.32146672557235;7
28580;250;274.9487710761658;7
32056;2397;427.45038397002793;12
40324;1620;12.138413490103963;12
19700;1836;46.814395605475035;12
25225;491;212.763732412137;18
21887;1011;187.08928763194444;18
12066;1257;325.9487752466135;12
29864;2956;96.94889262464523;12
34954;390;128.41126237398316;18
30708;3704;276.1007163367687;7
37894;2047;352.08770698040973;7
32337;347;260.1811377118163;18
48753;1471;208.89066882924783;18
19444;1645;201.8720809070706;7
23877;490;152.09519243076508;18
25594;1257;43.169023015809486;7
33098;1550;74.11274189463907;12
28378;3017;178.08464941629853;7
35462;2893;313.555477032808;18
41900;3376;431.68215428627127;18
11783;2271;234.63539372070537;18
27725;2402;309.9736073965477;12
35403;1770;314.03208804053793;12
46178;26;110.73734278634372;12
49933;867;35.33897876629466;18
29573;1535;192.7621676865832;18
42498;1886;252.5587453981303;12
26848;1205;321.45497983814755;7
41302;3605;100.0636537862395;7
36413;2520;62.79327428930166;7
12855;1752;364.9736844416396;18
39599;491;282.5688259940301;7
22613;2381;429.9397946178695;18
29296;746;434.893359336484;18
42056;2362;420.7694778706559;12
33769;193;296.321079704388;7
48292;3568;377.11167557282664;18
18316;2714;120.38309991740768;7
36421;264;380.2972222328018;7
22052;3258;340.74334181891635;7
22057;2640;380.1642044235314;7
42959;3706;122.32546900841155;7
14092;19;370.45053167151815;12
19167;2638;213.6589697362588;7
32359;2235;143.6697673230469;18
34768;2020;113.17013625961559;7
12983;2315;414.2509933805919;18
28604;1966;367.794368005608;7
44582;736;382.92748410083396;7
20815;2575;424.7362550106577;12
25213;120;26.308403862919782;12
21567;541;428.59786856885097;12
16001;3240;14.533482827446964;7
16425;2126;218.58519253561138;18
23078;2218;358.0198426774307;12
28308;1593;221.92799618928578;18
32532;416;98.3119427991451;12
38949;3261;336.2998523126518;12
44822;2498;242.56283719464676;12
28219;485;427.6450510681956;18
27460;1845;66.24756832332507;18
27581;606;255.23669145200924;12
